station_origin,station_destination,flows,population,jobs,distance
Ruislip,Eastcote,25,1305,364,1805.09901503139
Ruislip,Edgware Road,4,1305,6868,22521.948444411337
Ruislip,Elephant & Castle,1,1305,6427,27475.43254364323
Ruislip,Embankment,4,1305,10220,25136.629052599492
Ruislip,Euston Square,27,1305,8093,22933.88057192073
Ruislip,Farringdon,55,1305,25592,25831.309550882343
Ruislip,Finchley Road,25,1305,3417,17952.544505877562
Ruislip,Finsbury Park,0,1305,6769,26886.2539995338
Ruislip,Fulham Broadway,0,1305,4200,23451.12210266643
Ruislip,Gloucester Road,3,1305,5194,22851.094027770603
Ruislip,Great Portland Street,27,1305,6936,22313.93370275709
Ruislip,Green Park,13,1305,26754,24271.23081122833
Ruislip,Hammersmith,49,1305,18250,19542.401479213124
Ruislip,Harrow-on-the-Hill,66,1305,3019,6230.342166527535
Ruislip,Hatton Cross,1,1305,1219,27233.84434509698
Ruislip,Heathrow Terminals 2 & 3,1,1305,2406,29646.523491096246
Ruislip,High Street Kensington,2,1305,5427,23241.826115416883
Ruislip,Highbury & Islington,1,1305,25385,24828.93389003186
Ruislip,Hillingdon,29,1305,318,2910.0884518065077
Ruislip,Holborn,6,1305,22346,24932.01995997453
Ruislip,Holloway Road,2,1305,1696,26623.27529099525
Ruislip,Hounslow Central,1,1305,708,22951.344535479704
Ruislip,Hounslow East,1,1305,843,22205.668011691207
Ruislip,Hyde Park Corner,4,1305,2410,25051.100938586063
Ruislip,Ickenham,29,1305,282,1785.6578668965587
Ruislip,Kensal Green,0,1305,472,22847.04211474106
Ruislip,Kew Gardens,0,1305,792,20715.787445623933
Ruislip,Kilburn,4,1305,1953,16256.110130374362
Ruislip,King's Cross St. Pancras,40,1305,33330,23973.334573951015
Ruislip,Kingsbury,5,1305,1018,13603.002403016164
Ruislip,Knightsbridge,4,1305,6821,24903.19860811838
Ruislip,Ladbroke Grove,0,1305,2131,22726.90889568209
Ruislip,Lambeth North,1,1305,1319,26479.726424676795
Ruislip,Leicester Square,1,1305,8847,24599.185687683817
Ruislip,Leyton,0,1305,1447,34364.1237193031
Ruislip,Liverpool Street,33,1305,61122,27433.568188558267
Ruislip,London Bridge,18,1305,29930,27660.794098606177
Ruislip,Mansion House,1,1305,7815,27343.486643749962
Ruislip,Marble Arch,1,1305,6145,23914.794568347043
Ruislip,Marylebone,1,1305,4250,22025.418918353145
Ruislip,Mile End,1,1305,3759,31472.124565713617
Ruislip,Moor Park,2,1305,550,15691.10735691096
Ruislip,Moorgate,30,1305,24574,26999.48816958439
Ruislip,Neasden,3,1305,732,13039.40409507362
Ruislip,North Ealing,2,1305,332,13214.762243272055
Ruislip,North Greenwich,2,1305,6276,34659.24935780623
Ruislip,North Harrow,0,1305,190,8209.931165940736
Ruislip,Northfields,3,1305,864,17746.603623940497
Ruislip,Northwick Park,18,1305,1713,7533.458397076968
Ruislip,Northwood,1,1305,1018,13472.891238506034
Ruislip,Northwood Hills,5,1305,488,11886.251197911286
Ruislip,Oakwood,0,1305,423,37959.280796798455
Ruislip,Old Street,3,1305,15897,26674.260659707226
Ruislip,Osterley,2,1305,521,21238.19172976943
Ruislip,Oxford Circus,14,1305,44368,23260.687411680075
Ruislip,Paddington,9,1305,20198,23310.562289571462
Ruislip,Park Royal,13,1305,1552,12115.128629750754
Ruislip,Parsons Green,1,1305,2711,24153.453099994862
Ruislip,Piccadilly Circus,9,1305,13641,24224.50257069895
Ruislip,Pimlico,3,1305,5585,26880.657925457283
Ruislip,Pinner,2,1305,292,9727.645487332551
Ruislip,Preston Road,7,1305,411,9266.57457342797
Ruislip,Putney Bridge,4,1305,2494,25147.89193664034
Ruislip,Queen's Park,0,1305,2167,24231.641012470915
Ruislip,Queensbury,1,1305,439,14848.988050410408
Ruislip,Ravenscourt Park,2,1305,1895,18707.83601929789
Ruislip,Rayners Lane,10,1305,426,3624.4160385362065
Ruislip,Richmond,4,1305,5397,22883.907681361983
Ruislip,Rickmansworth,5,1305,937,19088.298676674847
Ruislip,Ruislip Manor,8,1305,408,678.8812931512366
Ruislip,Russell Square,1,1305,5172,24843.81227968676
Ruislip,Seven Sisters,0,1305,10191,30292.2062745627
Ruislip,Sloane Square,1,1305,8229,24775.62128637071
Ruislip,South Ealing,1,1305,670,17293.66725856604
Ruislip,South Harrow,6,1305,387,5429.94478958461
Ruislip,South Kensington,12,1305,15325,23602.415660827843
Ruislip,Southwark,16,1305,10326,26562.46323549794
Ruislip,St. James's Park,6,1305,13339,26255.73172190435
Ruislip,St. John's Wood,9,1305,3982,19567.808611094504
Ruislip,St. Paul's,4,1305,13446,26592.632458513897
Ruislip,Stamford Brook,0,1305,784,17998.557579357825
Ruislip,Stanmore,5,1305,983,17961.883619972294
Ruislip,Stratford,2,1305,55954,32232.784321435578
Ruislip,Sudbury Hill,4,1305,277,6915.392018067178
Ruislip,Sudbury Town,6,1305,218,8532.387091564826
Ruislip,Swiss Cottage,3,1305,2598,18597.88936487502
Ruislip,Temple,2,1305,6780,25931.204199504053
Ruislip,Tooting Broadway,1,1305,4506,35282.83507333114
Ruislip,Tottenham Court Road,1,1305,19126,24134.9734429533
Ruislip,Tower Hill,0,1305,8286,28281.859078728678
Ruislip,Turnham Green,4,1305,1515,17388.278594721385
Ruislip,Uxbridge,265,1305,4316,5054.491382224538
Ruislip,Vauxhall,3,1305,16242,27705.97221522125
Ruislip,Victoria,13,1305,33251,25480.805958425706
Ruislip,Walthamstow Central,0,1305,5271,30592.02425922297
Ruislip,Warren Street,0,1305,17309,24410.373374378472
Ruislip,Waterloo,10,1305,23466,25906.04806806162
Ruislip,Watford,11,1305,961,20655.995779651057
Ruislip,Wembley Park,32,1305,5759,10686.286246548168
Ruislip,West Brompton,4,1305,5859,22508.371220811187
Ruislip,West Hampstead,2,1305,5856,17271.71868848041
Ruislip,West Harrow,3,1305,122,4988.495827407107
Ruislip,West Kensington,1,1305,1345,20999.886109226707
Ruislip,Westminster,20,1305,15466,25694.993415545796
Ruislip,Whitechapel,1,1305,17633,29362.734543934628
Ruislip,Willesden Green,4,1305,830,15071.064039736742
Ruislip,Wimbledon,6,1305,6295,30852.763470406604
Ruislip Gardens,Aldgate,3,965,7782,26929.425847411963
Ruislip Gardens,Angel,2,965,8103,25141.50995085416
Ruislip Gardens,Baker Street,0,965,14973,21830.540333214558
Ruislip Gardens,Bank and Monument,55,965,78549,25492.53266560972
Ruislip Gardens,Bethnal Green,2,965,4660,28741.21607504191
Ruislip Gardens,Bond Street,26,965,20967,20756.74540864744
Ruislip Gardens,Brixton,1,965,5084,27611.390954466162
Ruislip Gardens,Camden Town,3,965,6348,24446.444602975123
Ruislip Gardens,Canada Water,0,965,20443,28788.472618205382
Ruislip Gardens,Canary Wharf,17,965,58772,30879.862289049517
Ruislip Gardens,Canning Town,0,965,15428,32927.62331530934
Ruislip Gardens,Chalk Farm,0,965,1329,25440.21047984873
Ruislip Gardens,Chancery Lane,36,965,15391,23547.883167893662
Ruislip Gardens,Charing Cross,4,965,7016,22846.69150289937
Ruislip Gardens,Chiswick Park,2,965,1517,18603.940069194618
Ruislip Gardens,Colindale,1,965,2081,34843.17732568628
Ruislip Gardens,Covent Garden,0,965,4355,23015.09616068405
Ruislip Gardens,Ealing Broadway,22,965,4846,14737.12214314904
Ruislip Gardens,Earl's Court,4,965,6613,18292.30528830847
Ruislip Gardens,East Acton,21,965,1505,12489.296562964293
Ruislip Gardens,East Putney,3,965,1877,21989.36276306915
Ruislip Gardens,Edgware Road,2,965,6868,20795.721475824685
Ruislip Gardens,Elephant & Castle,1,965,6427,25525.820824766237
Ruislip Gardens,Embankment,1,965,10220,23187.0173337225
Ruislip Gardens,Euston,4,965,16800,23072.868501992696
Ruislip Gardens,Finsbury Park,1,965,6769,28050.613467165236
Ruislip Gardens,Fulham Broadway,3,965,4200,19234.05771788037
Ruislip Gardens,Gloucester Road,0,965,5194,19202.40731874025
Ruislip Gardens,Goodge Street,0,965,6457,22829.824325924954
Ruislip Gardens,Green Park,4,965,26754,21905.63705853713
Ruislip Gardens,Greenford,29,965,1157,5028.219423325354
Ruislip Gardens,Hammersmith,12,965,18250,20690.89580643417
Ruislip Gardens,Hanger Lane,21,965,1493,8854.515071113155
Ruislip Gardens,High Street Kensington,4,965,5427,18318.927619428436
Ruislip Gardens,Highbury & Islington,2,965,25385,26543.0187035665
Ruislip Gardens,Holborn,38,965,22346,22982.408241097535
Ruislip Gardens,Holland Park,18,965,2063,16658.58004647586
Ruislip Gardens,Holloway Road,1,965,1696,26611.15140637468
Ruislip Gardens,Hounslow East,1,965,843,24368.91065465233
Ruislip Gardens,Kilburn,0,965,1953,24891.900666030677
Ruislip Gardens,Kilburn Park,2,965,823,22579.090937302582
Ruislip Gardens,King's Cross St. Pancras,7,965,33330,23961.210689330444
Ruislip Gardens,Ladbroke Grove,2,965,2131,22719.70395095036
Ruislip Gardens,Lambeth North,1,965,1319,24530.114705799802
Ruislip Gardens,Lancaster Gate,10,965,1820,18854.742628215776
Ruislip Gardens,Latimer Road,1,965,1109,23215.83917568429
Ruislip Gardens,Leicester Square,2,965,8847,22649.573968806824
Ruislip Gardens,Liverpool Street,57,965,61122,26334.0235475099
Ruislip Gardens,London Bridge,10,965,29930,25711.182379729184
Ruislip Gardens,Marble Arch,22,965,6145,20073.321525906325
Ruislip Gardens,Mile End,3,965,3759,30244.18025909821
Ruislip Gardens,Mornington Crescent,2,965,2927,23856.24435609477
Ruislip Gardens,North Acton,31,965,3168,11308.790553049115
Ruislip Gardens,North Greenwich,2,965,6276,32709.637638929238
Ruislip Gardens,Northolt,20,965,663,3209.8156797694587
Ruislip Gardens,Notting Hill Gate,30,965,5490,17358.29918321505
Ruislip Gardens,Old Street,5,965,15897,26662.136775086656
Ruislip Gardens,Oval,1,965,2544,26631.75236855832
Ruislip Gardens,Oxford Circus,35,965,44368,21311.075692803082
Ruislip Gardens,Paddington,10,965,20198,20007.10763066456
Ruislip Gardens,Parsons Green,2,965,2711,19936.3887152088
Ruislip Gardens,Perivale,13,965,532,6624.627822696621
Ruislip Gardens,Piccadilly Circus,4,965,13641,22274.890851821958
Ruislip Gardens,Pimlico,2,965,5585,23692.521268335124
Ruislip Gardens,Putney Bridge,2,965,2494,20930.827551854276
Ruislip Gardens,Queensway,4,965,1882,17996.60976092893
Ruislip Gardens,Regent's Park,0,965,3364,22289.109441483106
Ruislip Gardens,Royal Oak,2,965,856,20944.390091172183
Ruislip Gardens,Russell Square,1,965,5172,23688.829666854082
Ruislip Gardens,Seven Sisters,0,965,10191,31456.565742194136
Ruislip Gardens,Shepherd's Bush,59,965,9890,15746.919385803141
Ruislip Gardens,Sloane Square,5,965,8229,21126.93457734036
Ruislip Gardens,South Kensington,5,965,15325,19953.72895179749
Ruislip Gardens,South Ruislip,26,965,289,885.8797727631915
Ruislip Gardens,Southwark,7,965,10326,24612.851516620947
Ruislip Gardens,St. James's Park,5,965,13339,23069.956675972677
Ruislip Gardens,St. John's Wood,1,965,3982,23969.438145986504
Ruislip Gardens,St. Paul's,46,965,13446,24643.020739636904
Ruislip Gardens,Stockwell,1,965,1623,26024.673477387383
Ruislip Gardens,Stratford,8,965,55954,33032.36772198019
Ruislip Gardens,Tooting Broadway,2,965,4506,32094.698416208983
Ruislip Gardens,Tottenham Court Road,25,965,19126,22185.361724076305
Ruislip Gardens,Tottenham Hale,0,965,3239,32610.12247194369
Ruislip Gardens,Tower Hill,1,965,8286,26332.247359851684
Ruislip Gardens,Turnham Green,2,965,1515,19551.521237682504
Ruislip Gardens,Vauxhall,7,965,16242,24517.83555809909
Ruislip Gardens,Victoria,28,965,33251,22292.669301303547
Ruislip Gardens,Walthamstow Central,0,965,5271,35583.26497941891
Ruislip Gardens,Warren Street,4,965,17309,22460.76165550148
Ruislip Gardens,Waterloo,7,965,23466,23956.436349184627
Ruislip Gardens,West Acton,1,965,488,13120.246104728
Ruislip Gardens,West Brompton,3,965,5859,18291.306836025124
Ruislip Gardens,West Ruislip,20,965,194,2124.3797527416186
Ruislip Gardens,Westbourne Park,2,965,1347,21913.782103374306
Ruislip Gardens,Westminster,11,965,15466,23329.399662854594
Ruislip Gardens,White City,56,965,5966,14446.443039088148
Ruislip Gardens,Whitechapel,3,965,17633,28134.790237319223
Ruislip Gardens,Wimbledon,2,965,6295,26635.69908562054
Ruislip Gardens,Wood Green,1,965,2146,32419.18883073831
Ruislip Manor,Acton Town,15,1399,2202,14486.88480507348
Ruislip Manor,Aldgate,25,1399,7782,27476.75564955984
Ruislip Manor,Alperton,8,1399,741,9513.847197229086
Ruislip Manor,Amersham,0,1399,256,28859.302740973057
Ruislip Manor,Angel,4,1399,8103,24474.752542323495
Ruislip Manor,Baker Street,37,1399,14973,20808.248293870227
Ruislip Manor,Bank and Monument,4,1399,78549,26763.263091335477
Ruislip Manor,Barbican,20,1399,9134,25613.33072731988
Ruislip Manor,Barons Court,7,1399,2956,19757.33808514842
Ruislip Manor,Bermondsey,3,1399,3172,29069.701406562042
Ruislip Manor,Bond Street,13,1399,20967,22552.489392454692
Ruislip Manor,Boston Manor,2,1399,892,17998.552733344484
Ruislip Manor,Bounds Green,0,1399,778,32081.37338020986
Ruislip Manor,Brixton,2,1399,5084,30120.646318437084
Ruislip Manor,Bromley-by-Bow,2,1399,1613,32426.926669504777
Ruislip Manor,Caledonian Road,1,1399,1803,25329.100803776386
Ruislip Manor,Camden Town,2,1399,6348,25556.371569119954
Ruislip Manor,Canada Water,1,1399,20443,30059.20304393114
Ruislip Manor,Canary Wharf,36,1399,58772,32150.592714775274
Ruislip Manor,Canning Town,1,1399,15428,34198.3537410351
Ruislip Manor,Cannon Street,0,1399,4698,26912.780538076087
Ruislip Manor,Canons Park,3,1399,526,15863.378804959251
Ruislip Manor,Chalfont & Latimer,1,1399,554,25473.63644363285
Ruislip Manor,Chalk Farm,0,1399,1329,26550.13744599356
Ruislip Manor,Chancery Lane,2,1399,15391,24818.61359361942
Ruislip Manor,Charing Cross,10,1399,7016,24117.42192862513
Ruislip Manor,Chesham,1,1399,243,31789.521432141657
Ruislip Manor,Chiswick Park,9,1399,1517,15761.816133082266
Ruislip Manor,Chorleywood,5,1399,702,21960.7821579937
Ruislip Manor,Clapham North,1,1399,1238,29486.22462258033
Ruislip Manor,Covent Garden,2,1399,4355,24285.826586409807
Ruislip Manor,Dollis Hill,2,1399,847,13146.090988716267
Ruislip Manor,Ealing Broadway,3,1399,4846,15025.54673397635
Ruislip Manor,Ealing Common,20,1399,915,13460.272470506517
Ruislip Manor,Earl's Court,11,1399,6613,21262.110704187588
Ruislip Manor,East Putney,4,1399,1877,25527.545854703978
Ruislip Manor,Eastcote,12,1399,364,1126.2177218801535
Ruislip Manor,Edgware Road,4,1399,6868,21843.0671512601
Ruislip Manor,Elephant & Castle,5,1399,6427,26796.551250491993
Ruislip Manor,Embankment,4,1399,10220,24457.747759448255
Ruislip Manor,Euston Square,32,1399,8093,22254.999278769494
Ruislip Manor,Farringdon,54,1399,25592,25152.428257731106
Ruislip Manor,Finchley Road,34,1399,3417,17273.663212726326
Ruislip Manor,Finsbury Park,1,1399,6769,26207.372706382565
Ruislip Manor,Fulham Broadway,3,1399,4200,22772.240809515195
Ruislip Manor,Gloucester Road,5,1399,5194,22172.212734619367
Ruislip Manor,Great Portland Street,35,1399,6936,21635.052409605854
Ruislip Manor,Green Park,13,1399,26754,23592.349518077095
Ruislip Manor,Gunnersbury,1,1399,4775,18256.68367412101
Ruislip Manor,Hammersmith,51,1399,18250,18863.520186061887
Ruislip Manor,Harrow & Wealdstone,0,1399,1335,30630.80451211455
Ruislip Manor,Harrow-on-the-Hill,75,1399,3019,5551.460873376298
Ruislip Manor,Hatton Cross,1,1399,1219,26554.963051945742
Ruislip Manor,Heathrow Terminal 5,0,1399,975,31422.8742531098
Ruislip Manor,High Street Kensington,2,1399,5427,22562.944822265647
Ruislip Manor,Highbury & Islington,3,1399,25385,24150.052596880625
Ruislip Manor,Hillingdon,15,1399,318,3588.969744957744
Ruislip Manor,Holborn,9,1399,22346,24253.13866682329
Ruislip Manor,Holloway Road,1,1399,1696,25944.393997844014
Ruislip Manor,Hounslow Central,1,1399,708,22272.463242328467
Ruislip Manor,Hounslow East,0,1399,843,21526.78671853997
Ruislip Manor,Hounslow West,0,1399,401,23751.530741762792
Ruislip Manor,Hyde Park Corner,1,1399,2410,24372.219645434827
Ruislip Manor,Ickenham,26,1399,282,2464.539160047795
Ruislip Manor,Kentish Town,0,1399,3404,26834.30278476126
Ruislip Manor,Kew Gardens,0,1399,792,20036.906152472697
Ruislip Manor,Kilburn,3,1399,1953,15577.228837223125
Ruislip Manor,King's Cross St. Pancras,30,1399,33330,23294.45328079978
Ruislip Manor,Kingsbury,4,1399,1018,12924.121109864927
Ruislip Manor,Knightsbridge,11,1399,6821,24224.317314967142
Ruislip Manor,Ladbroke Grove,0,1399,2131,22048.027602530852
Ruislip Manor,Lambeth North,1,1399,1319,25800.84513152556
Ruislip Manor,Leicester Square,1,1399,8847,23920.30439453258
Ruislip Manor,Liverpool Street,33,1399,61122,26754.68689540703
Ruislip Manor,London Bridge,27,1399,29930,26981.91280545494
Ruislip Manor,Mansion House,2,1399,7815,26664.605350598726
Ruislip Manor,Marble Arch,1,1399,6145,23235.913275195806
Ruislip Manor,Mile End,1,1399,3759,30793.24327256238
Ruislip Manor,Moor Park,1,1399,550,15012.226063759723
Ruislip Manor,Moorgate,35,1399,24574,26320.606876433154
Ruislip Manor,Neasden,5,1399,732,12360.522801922383
Ruislip Manor,North Ealing,0,1399,332,12535.880950120818
Ruislip Manor,North Greenwich,2,1399,6276,33980.36806465499
Ruislip Manor,North Harrow,0,1399,190,7531.049872789499
Ruislip Manor,Northfields,5,1399,864,17067.72233078926
Ruislip Manor,Northwick Park,21,1399,1713,6854.5771039257315
Ruislip Manor,Northwood,3,1399,1018,12794.009945354797
Ruislip Manor,Northwood Hills,2,1399,488,11207.36990476005
Ruislip Manor,Old Street,4,1399,15897,25995.37936655599
Ruislip Manor,Osterley,5,1399,521,20559.310436618194
Ruislip Manor,Oval,1,1399,2544,27902.482794284075
Ruislip Manor,Oxford Circus,16,1399,44368,22581.80611852884
Ruislip Manor,Paddington,9,1399,20198,22631.680996420226
Ruislip Manor,Park Royal,16,1399,1552,11436.247336599517
Ruislip Manor,Parsons Green,1,1399,2711,23474.571806843625
Ruislip Manor,Piccadilly Circus,6,1399,13641,23545.621277547714
Ruislip Manor,Pimlico,2,1399,5585,26201.776632306046
Ruislip Manor,Pinner,1,1399,292,9048.764194181314
Ruislip Manor,Plaistow,0,1399,1049,34157.25203084504
Ruislip Manor,Preston Road,5,1399,411,8587.693280276733
Ruislip Manor,Putney Bridge,3,1399,2494,24469.010643489102
Ruislip Manor,Queen's Park,0,1399,2167,23552.759719319678
Ruislip Manor,Queensbury,4,1399,439,14170.106757259171
Ruislip Manor,Ravenscourt Park,1,1399,1895,18028.954726146654
Ruislip Manor,Rayners Lane,5,1399,426,2945.53474538497
Ruislip Manor,Richmond,12,1399,5397,22205.026388210747
Ruislip Manor,Rickmansworth,3,1399,937,18409.41738352361
Ruislip Manor,Ruislip,4,1399,257,678.8812931512366
Ruislip Manor,Russell Square,1,1399,5172,24164.930986535524
Ruislip Manor,Seven Sisters,0,1399,10191,29613.324981411464
Ruislip Manor,Sloane Square,3,1399,8229,24096.739993219475
Ruislip Manor,South Ealing,1,1399,670,16614.785965414805
Ruislip Manor,South Harrow,7,1399,387,4751.063496433373
Ruislip Manor,South Kensington,15,1399,15325,22923.534367676606
Ruislip Manor,Southfields,1,1399,1351,27158.39323334208
Ruislip Manor,Southwark,15,1399,10326,25883.581942346704
Ruislip Manor,St. James's Park,9,1399,13339,25576.850428753114
Ruislip Manor,St. John's Wood,12,1399,3982,18888.927317943268
Ruislip Manor,St. Paul's,1,1399,13446,25913.75116536266
Ruislip Manor,Stamford Brook,1,1399,784,17319.676286206588
Ruislip Manor,Stanmore,2,1399,983,17283.002326821057
Ruislip Manor,Stratford,6,1399,55954,31553.90302828434
Ruislip Manor,Sudbury Hill,3,1399,277,6236.510724915941
Ruislip Manor,Sudbury Town,5,1399,218,7853.505798413589
Ruislip Manor,Swiss Cottage,7,1399,2598,17919.008071723783
Ruislip Manor,Temple,1,1399,6780,25252.322906352816
Ruislip Manor,Tooting Broadway,1,1399,4506,34603.9537801799
Ruislip Manor,Tottenham Court Road,1,1399,19126,23456.09214980206
Ruislip Manor,Tottenham Hale,2,1399,3239,29768.308453744754
Ruislip Manor,Tower Hill,0,1399,8286,27602.97778557744
Ruislip Manor,Turnham Green,3,1399,1515,16709.39730157015
Ruislip Manor,Turnpike Lane,0,1399,992,29645.134915831728
Ruislip Manor,Uxbridge,232,1399,4316,5733.372675375775
